charityID,charityNumFilings,designationID,categoryID,charityName,charityAccount,charityRegistrationDate,charityLanguage,charityAddress,charityCity,provinceID,charityPostalCode,countryID,charityContactPhone,charityEmail,charityURL
854255882RR0001,11,C,C170-1,WCS WILDLIFE CONSERVATION SOCIETY CANADA,WCS WILDLIFE CONSERVATION SOCIETY CANADA,2004-07-01,1,204 - 344 BLOOR ST W,TORONTO,ON,M5S3A7,CA,(416)850-9038,JRAY@WCS.ORG,WWW.WCSCANADA.ORG
854399011RR0001,10,C,C170-1,Conservation des Vallons de la Serpentine,Conservation des Vallons de la Serpentine,2008-01-01,2,465 CHEMIN BELLEVUE,BOLTON-EST,QC,J0E1G0,CA,(450)297-2004,FBRICAULT@SYMPATICO.CA,CONSERVATIONSERPENTINE.ORG
854475969RR0001,11,C,C170-1,CENTRE FOR LAND CONSERVATION CENTRE POUR LA CONSERVATION DES TERRES,CENTRE FOR LAND CONSERVATION / CENTRE POUR LA CONSERVATION DES TERRES,2007-04-01,1,500 - 1000 INNOVATION DR,KANATA,ON,K2K3E7,CA,(613)237-3300,INFO@CLTSTANDARDSPRACTICESREVISION.CA,WWW.CLTSTANDARDSPRACTICESREVISION.CA
854777067RR0001,10,C,C170-1,ALL ONE SKY FOUNDATION,ALL ONE SKY FOUNDATION,2009-10-26,1,276 THREE SISTERS DR,CANMORE,AB,T1W2M7,CA,(403)471-6247,HCORBETT@allonesky.ca,allonesky.ca
855196598RR0001,11,C,C170-1,ONE FOREST NETWORK SOCIETY,ONE FOREST NETWORK SOCIETY,2009-01-01,1,105A RUE PRINCIPALE,SAINT-MICHEL-DE-BELLECHASSE,QC,G0R3S0,CA,(416)850-9038,2C1FOREST@GMAIL.COM,WWW.2C1FOREST.ORG
855414785RR0001,10,C,C170-1,PIGEON LAKE WATERSHED ASSOCIATION,Pigeon Lake Watershed Association,2009-02-17,1,PO BOX 219,MULHURST BAY,AB,T0C2C0,CA,(780)453-1505,INFO@PLWA.CA,WWW.PLWA.CA
855507596RR0001,4,C,C170-99,BEDEQUE AND AREA ENVIRONMENTAL COMMITTEE LTD.,BEDEQUE AND AREA ENVIRONMENTAL COMMITTEE LTD.,2004-09-10,1,48 LEARD MILL ROAD,BEDEQUE,PE,C0B1C0,CA,(902)887-2309,,
855745220RR0001,5,C,C170-1,BURLINGTONGREEN ENVIRONMENTAL ASSOCIATION INC.,BurlingtonGreen Environmental Association Inc.,2019-01-01,1,PO BOX 91515 RPO ROSELAND,BURLINGTON,ON,L7R4L6,CA,,,www.burlingtongreen.org
855749081RR0001,10,C,C170-99,Société de Protection Foncière du Lac Montjoie,SOCIETE DE PROTECTION FONCIERE DU LAC MONTJOIE,2002-11-07,2,C.P. 228,SAINT DENIS DE BROMPTON,QC,J0B2P0,CA,(819)846-0091,MICHELPARENTEAU@VIDEOTRON.CA,
855991311RR0001,1,C,C170-1,FOOTPRINTS CONSERVATION SOCIETY,FOOTPRINTS CONSERVATION SOCIETY,2010-10-25,1,204-6350 204TH ST,LANGLEY,BC,V2Y2V1,CA,(604)949-1034,,
856266127RR0001,11,C,C170-1,MOOSE JAW RIVER WATERSHED STEWARDS INC.,MOOSE JAW RIVER WATERSHED STEWARDS INC.,2007-09-25,1,PO BOX 1177 STN MAIN,MOOSE JAW,SK,S6H4P9,CA,(306)691-3399,LAURIE.STEPHENS@MJRIVER.CA,
856336904RR0001,2,C,C170-99,Fondation Guy Chevrette,FONDATION GUY CHEVRETTE,2004-10-06,2,"1415, RUE FRANK-CARREL, BUREAU 275",QUÉBEC,QC,G1N4N7,CA,(418)527-0235,ANDREE.DELISLE@RESEAUZEC.COM,HTTPS://FONDATIONGUYSHOURETTE.ORG
856452156RR0001,10,C,C170-1,MANITOULIN STREAMS IMPROVEMENT ASSOCIATION,Manitoulin Streams Improvement Association,2011-01-19,1,25B SPRAGGE STREET,MANITOWANING,ON,P0P1N0,CA,(705)859-1653,STREAMS@AMTELECOM.NET,WWW.MANITOULINSTREAMS.COM
856598834RR0001,2,C,C170-1,FONDATION POUR L'AMENAGEMENT ET L'UTILISATION DE LA NATURE ET DE L'ENVIRONNEMENT DE L'ISLE-AUX-GRUES (F.A.U.N.E. DE L'I SLE-AUX-GRUES),FONDATION POUR L'AMENAGEMENT ET L'UTILISATION DE LA NATURE ET DE L'ENVIRONNEMENT DE L'ISLE-AUX-GRUES (F.A.U.N.E. DE L'ISLE-AUX-GRUES),2004-12-10,2,107 CHEMIN DE LA VOLIERE,ILSE-AUX-GRUES,QC,G0R1P0,CA,,,
857090328RR0001,11,C,C170-1,OROMOCTO WATERSHED ASSOCIATION INC.,Oromocto Watershed Association Inc.,2010-05-01,1,39 MORROW ROAD,FRENCH LAKE,NB,E2V4G9,CA,(506)461-4223,OROMOCTORIVERWATERSHED@GMAIL.COM,WWW.OROMOCTOWATERSHED.CA
857503221RR0001,7,C,C170-1,VALDES ISLAND CONSERVANCY,Valdes Island Conservancy,2018-07-31,1,2525-1075 GEORGIA STREET WEST,VANCOUVER,BC,V6E3C9,CA,,,
857994610RR0001,11,C,C170-1,MEDWAY RIVER SALMON ASSOCIATION,Medway River Salmon Association,2013-02-13,1,PO BOX 39,MILL VILLAGE,NS,B0J2H0,CA,,,
858063365RR0001,4,C,C170-1,WILD ELK FEDERATION INC.,WILD ELK FEDERATION INC.,2006-07-14,1,6727 20 AVE NW,EDMONTON,AB,T6K2H1,CA,(587)920-4414,INFO@WILDELKFEDERATION.CA,WWW.WILDELKFEDERATION.CA
858533151RR0001,10,C,C170-1,Niagara Land Trust Foundation,Niagara Land Trust Foundation,2009-03-26,1,"27-200 FITCH ST, SUITE 233",WELLAND,ON,L3C4V9,CA,(905)937-5405,INFO@NIAGARALANDTRUST.COM,WWW.NIAGARALANDTRUST.COM
858535941RR0001,11,C,C170-1,RIPARIAN MANAGEMENT SOCIETY,RIPARIAN MANAGEMENT SOCIETY,2011-11-21,1,"2ND FLOOR, AVAIL PLACE, 530 - 8TH STREET SOUTH",LETHBRIDGE,AB,T1J2J8,CA,(403)381-5538,,WWW.COWSANDFISH.ORG
858587926RR0001,11,C,C170-1,WIZARD LAKE WATERSHED AND LAKE STEWARDSHIP ASSOCIATION,WIZARD LAKE WATERSHED AND LAKE STEWARDSHIP ASSOCIATION,2006-06-19,1,"RR 4, SITE 2, BOX 50",CALMAR,AB,T0C0V0,CA,(780)389-3336,STEWARDSHIP@WIZARDLAKE.CA,WWW.WIZARDLAKE.CA
858836521RR0001,2,C,C170-99,BIKE VICTORIA SOCIETY,Bike Victoria Society,2022-12-21,1,1034 HILLSIDE AVE,VICTORIA,BC,V8T2A5,CA,(250)920-5775,info@capitalbike.ca,www.capitalbike.ca
859019366RR0001,9,C,C170-1,BRAS D'OR LAKE BIOSPHERE REGION ASSOCIATION,Bras D'Or Lake Biosphere Reserve Association,2015-09-22,1,PO BOX 5300 STN A,SYDNEY,NS,B1P6L2,CA,(902)322-5158,DON.CROSBY@GMAIL.COM,WWW.BLBRA.CA
859134306RR0001,3,C,C170-99,EOS Eco-Energy/ Éco-Énergie Inc.,EOS Eco-Energy/ Éco-Énergie Inc.,2021-04-01,1,43D MAIN ST,SACKVILLE,NB,E4L4A8,CA,(506)536-4487,eos@nb.aibn.com,www.eosecoenergy.com
859800021RR0001,10,C,C170-1,CASCADIA GREEN BUILDING 2008 SOCIETY,Cascadia Green Building 2008 Society,2011-01-01,1,2911 JOHNSON STREET,SUMMERLAND,BC,V0H1Z4,CA,(206)223-2028,ANDREA.KRISTOF@LIVING-FUTURE.ORG,WWW.LIVING-FUTURE.ORG
859807828RR0001,5,C,C170-1,PACIFIC WILD ALLIANCE,Pacific Wild Alliance,2019-04-01,1,1529 AMELIA ST,VICTORIA,BC,V8W2K1,CA,,karen@pacificwild.org,
860091461RR0001,6,C,C170-1,GREENING NIPISSING ECOLOGISATION NIPISSING,Greening Nipissing Ecologisation Nipissing,2009-01-01,1,141 WHITNEY AVE,NORTH BAY,ON,P1A1Y7,CA,(705)499-7842,GREENINGNIPISSING@GMAIL.COM,WWW.GREENINGNIPISSING.ORG
860249630RR0001,4,C,C170-1,SQUAMISH ENVIRONMENTAL CONSERVATION SOCIETY,Squamish Environmental Conservation Society,2020-11-17,1,PO BOX 706 STN MAIN,SQUAMISH,BC,V8B0A5,CA,,,
860546506RR0001,10,C,C170-1,ONTARIO HEADWATERS INSTITUTE,ONTARIO HEADWATERS INSTITUTE,2004-09-24,1,11 - 2675 BLOOR ST W,ETOBICOKE,ON,M8X1A4,CA,(416)231-9484,ANDREW@ONTARIOHEADWATERS.CA,WWW.ONTARIOHEADWATERS.CA
860786136RR0001,4,C,C170-1,FRIENDS OF COVEHEAD-BRACKLEY BAY LTD,Friends of Covehead-Brackley Bay Ltd.,2011-10-20,1,2784 BAYSHORE RD,YORK,PE,C0A1P0,CA,(902)672-2182,COVEHEADBRACKLEY@GMAIL.COM,WWW.FCBBWATERSHED.CA
860835503RR0001,3,C,C170-1,GRIMSBY CONSERVATION CLUB INC.,GRIMSBY CONSERVATION CLUB INC.,2004-04-30,1,37 OLD ORCHARD AVENUE,GRIMSBY,ON,L3M3H9,CA,(905)945-5328,,
861175529RR0001,2,C,C170-1,MT MATHESON CONSERVATION SOCIETY,MT MATHESON CONSERVATION SOCIETY,2000-07-24,1,5065 MT MATHESON ROAD,SOOKE,BC,V9Z1C4,CA,(250)642-0238,MMCS@SHAW.CA,
861248821RR0001,11,C,C170-1,CANADIAN WATER RESEARCH SOCIETY,CANADIAN WATER RESEARCH SOCIETY,2003-07-01,1,2497 MARINE DR,WEST VANCOUVER,BC,V7V1L3,CA,,RPAISLEY@EXCHANGE.UBC.CA,WWW.CWRS.CA
861443836RR0001,1,C,C170-99,OPEN FLAG PLANET EARTH INC.,OPEN FLAG PLANET EARTH INC.,2006-05-31,1,"475 THE WEST MALL, SUITE 709",TORONTO,ON,M9C4Z3,CA,(416)622-5699,OPENFLAG@HOTMAIL.COM,
861493583RR0001,10,C,C170-1,ASSOCIATION DE CONSERVATION DE LA NATURE DE STUKELY-SUD,ASSOCIATION DE CONSERVATION DE LA NATURE DE STUKELY-SUD,2006-03-24,2,"165, CHEMIN DE LA DILIGENCE",STUKELY-SUD,QC,J0E2J0,CA,(450)539-1309,RICHARDS@ABACOM.COM,
861876357RR0001,9,C,C170-1,THE LEWA WILDLIFE CONSERVANCY (CANADA),THE LEWA WILDLIFE CONSERVANCY (CANADA),2005-04-20,1,"4700 KEELE ST, YORK UNIV. DEPT OF PSYCHOLOGY",NORTH YORK,ON,M3J1P3,CA,(416)540-4606,LEWACANADA@SYMPATICO.CA,WWW.LEWA.ORG
861952927RR0001,11,C,C170-1,Comité zone d'intervention prioritaire (ZIP) des seigneuries,COMITE ZONE D'INTERVENTION PRIORITAIRE (ZIP) DES SEIGNEURIES,2000-05-02,2,"1095, RUE NOTRE-DAME, C.P. 353, SUCC. MAIN",ST-SULPICE,QC,J5W4L9,CA,,,
862128188RR0001,10,C,C170-1,COMMUNITIES IN BLOOM FOUNDATION / FONDATION COLLECTIVITES EN FLEURS,COMMUNITIES IN BLOOM FOUNDATION / FONDATION COLLECTIVITES EN FLEURS,2005-05-02,1,7856 FIFTH LINE,MILTON,ON,L9T2X8,CA,(514)694-8871,PRESIDENT@CIB-CEF.COM,WWW.COMMUNITIESINBLOOM.CA
862133618RR0001,10,C,C170-99,HYDE CREEK WATERSHED SOCIETY,HYDE CREEK WATERSHED SOCIETY,2002-05-13,1,3636 COAST MERIDIAN RD,PORT COQUITLAM,BC,V3B0E4,CA,(604)461-3474,,
862218385RR0001,1,C,C170-1,HAMMOND RIVER ANGLING ASSOCIATION INC.,Hammond River Angling Association Inc.,2023-01-11,1,10 PORTER RD,NAUWIGEWAUK,NB,E5N6X1,CA,(506)832-1230,info@hraa.ca,www.hraa.ca
862234374RR0001,10,C,C170-1,FRASER RIVERKEEPER SOCIETY,FRASER RIVERKEEPER SOCIETY,2008-10-01,1,1806 MARITIME MEWS,VANCOUVER,BC,V6H3X2,CA,(604)674-7444,INFO@FRASERRIVERKEEPER.CA,WWW.FRASERRIVERKEEPER.CA
862330529RR0001,11,C,C170-1,NATURESERVE CANADA,NATURESERVE CANADA,2006-04-01,1,"39 MCARTHUR AVE, LEVEL 1-1",OTTAWA,ON,K1L8L7,CA,,,
862407210RR0001,4,C,C170-99,WAINWRIGHT Buffalo National-Park-Interpretive-Centre-Foundation,WAINWRIGHT BUFFALO NATIONAL PARK INTERPRETIVE CENTRE FOUNDATION,2002-10-07,1,PO BOX 2981 STN MAIN,WAINWRIGHT,AB,T9W1S8,CA,(780)842-3609,INFO@BUFFALOADVENTURES.CA,WWW.BUFFALOPARKCENTRE.COM
862411634RR0001,10,C,C170-1,WESTERN SKY LAND TRUST SOCIETY,WESTERN SKY LAND TRUST SOCIETY,2005-01-10,1,"PO BOX 2100 STN M, MAIL CODE #64",CALGARY,AB,T2P2M5,CA,(403)268-4825,EMAGIDSON@WESTERNSKYLANDTRUST.CA,www.westernskylandtrust.ca
862446028RR0001,10,B,C170-1,SALT SPRING SANCTUARY SOCIETY,SALT SPRING SANCTUARY SOCIETY,2004-01-01,1,PO BOX 465 STN GANGES,SALT SPRING ISLAND,BC,V8K2W1,CA,(250)537-4658,DAN@SALTSPRINGSEEDS.COM,WWW.SEEDSANCTUARY.COM
862502432RR0001,11,C,C170-1,COLUMBIA BASIN ENVIRONMENTAL EDUCATION NETWORK,Columbia Basin Environmental Education Network,2012-04-19,1,PO BOX 46,INVERMERE,BC,V0A1K0,CA,(250)341-6141,INFO@CBEEN.ORG,WWW.CBEEN.ORG
862520426RR0001,10,C,C170-99,FRIENDS OF THE MARBLE RIVER,FRIENDS OF THE MARBLE RIVER,2003-01-13,1,"2293 BAYVIEW DRIVE, P. O. BOX 594",PORT MCNEILL,BC,V0N2R0,CA,,,
862622750RR0001,10,C,C170-99,Swim Drink Fish Canada,Swim Drink Fish Canada,2003-02-21,1,235 QUEENS QUAY W,TORONTO,ON,M5J2G8,CA,(416)861-1237,ADMIN@WATERKEEPER.CA,WWW.SWIMDRINKFISH.CA
862697059RR0001,11,C,C170-99,Ottawa Riverkeeper Inc. / Garde-rivière des Outaouais Inc.,Ottawa Riverkeeper Inc. / Garde-rivière des Outaouais Inc.,2003-10-15,1,"501 SIR GEORGE-ETIENNE CARTIER, PKY SUITE 300",OTTAWA,ON,K1M2K7,CA,(613)321-1120,KEEPER@OTTAWARIVERKEEPER.CA,WWW.OTTAWARIVERKEEPER.CA
862724275RR0001,10,C,C170-1,LAKE SUPERIOR WATERSHED CONSERVANCY,LAKE SUPERIOR WATERSHED CONSERVANCY,2004-06-07,1,285 WILSON ST .,SAULT ST MARIE,ON,P6B2K6,CA,(705)946-0044,INFO@SUPERIORCONSERVANCY.ORG,WWW.SUPERIORCONSERVANCY.ORG
862786373RR0001,10,C,C170-1,Renaissance Lac Brome / Renaissance Brome Lake,Renaissance Lac Brome / Renaissance Brome Lake,2014-05-07,2,"756, CHAMIN LAKESIDE, CASIER POSTAL 2001",LAC-BROME,QC,J0E1R0,CA,(450)242-2452,PIERRE.BEAUDOIN@PBACONSEIL.COM,WWW.RENAISSANCELBL.COM
863071668RR0001,10,C,C170-1,Algonquin to Adirondacks Collaborative (A2A) La Collective d'Algonquin à Adirondacks (A2A),Algonquin to Adirondacks Collaborative (A2A) La Collective d'Algonquin à Adirondacks (A2A),2007-05-30,1,"1 JESSIE STREET, PO BOX 88",LANSDOWNE,ON,K0E1L0,CA,(416)559-9550,MIKE.KEHOE@ROGERS.COM,WWW.A2ALINK.ORG
863346284RR0001,11,C,C170-1,REDBOINE WATERSHED DISTRICT,REDBOINE WATERSHED DISTRICT,2003-04-01,1,"109 BROADWAY STREET, P. O. BOX 220",HOLLAND,MB,R0G0X0,CA,(204)526-2578,MAIL@LASALLEREDBOINE.COM,WWW.LASALLEREDBOINE.COM
863555223RR0001,11,C,C170-1,Watersheds Canada,WATERSHEDS CANADA,2005-04-01,1,115 - 40 SUNSET BLVD,PERTH,ON,K7H2Y4,CA,(613)264-1244,KING@WATERSHEDS.CA,WWW.WATERSHEDS.CA
863727053RR0001,10,C,C170-1,FIVE BRIDGES WILDERNESS HERITAGE TRUST,Five Bridges Wilderness Heritage Trust,2006-07-14,1,264 WHYNACHTS POINT RD,TANTALLON,NS,B3Z2L1,CA,(902)826-2522,FBWHTB@GMAIL.COM,www.fivebridgestrust.ca
863786323RR0001,10,C,C170-1,GREATER NIPISSING STEWARDSHIP COUNCIL,GREATER NIPISSING STEWARDSHIP COUNCIL,2001-01-01,1,"PO BOX 1391, 101 WORTHINGTON ST E",NORTH BAY,ON,P1B8K5,CA,,INFOGREATERNIPISSING.CA,WWW.GREATERNIPISSING.CA
864565841RR0001,10,C,C170-1,BURNS BOG CONSERVATION FOUNDATION,BURNS BOG CONSERVATION FOUNDATION,2003-04-01,1,4-7953 120 ST,DELTA,BC,V4C6P6,CA,,,
864877501RR0001,10,C,C170-1,FRIENDS OF FRENCH CREEK CONSERVATION SOCIETY,FRIENDS OF FRENCH CREEK CONSERVATION SOCIETY,2004-05-17,1,P O BOX 331,QUALICUM BEACH,BC,V9K1S8,CA,(250)248-8809,NANCYEG@TELUS.NET,WWW.FFCCS.CA
864934617RR0001,11,C,C170-1,ENVIRONMENTAL EDUCATION ONTARIO INC,ENVIRONMENTAL EDUCATION ONTARIO INC.,2001-11-21,1,95 ROBERT ST,TORONTO,ON,M5S2K5,CA,(647)281-2135,MYERSPAULAT@GMAIL.COM,WWW.EEON.ORG
865001457RR0001,10,C,C170-1,PENINSULA STREAMS SOCIETY,PENINSULA STREAMS SOCIETY,2006-01-09,1,9860 W SAANICH RD,NORTH SAANICH,BC,V8L4B2,CA,(250)363-6596,PeninsulaStreams@gmail.com,peninsulastream.ca/
865650311RR0001,1,C,C170-1,CLEAN AIR CHAMPIONS,CLEAN AIR CHAMPIONS,2006-04-24,1,22 MILLFORD AVE,NEPEAN,ON,K2G1C2,CA,(613)795-8545,EMILY.GRAY.CA@GMAIL.COM,WWW.CLEANAIRCHAMPIONS.CA
865708564RR0001,3,C,C170-1,CRANBROOK COMMUNITY FOREST SOCIETY,Cranbrook Community Forest Society,2021-04-18,1,2525 29TH ST S,CRANBROOK,BC,V1C6Z3,CA,,cranbrookcommunityforest@gmail.com,www.cranbrookcommunityforest.com/
866147986RR0001,10,C,C170-1,LAKE CLEAR CONSERVANCY,LAKE CLEAR CONSERVANCY,2000-01-01,1,"43A BIRCH TREE TRAIL, RR #4",EGANVILLE,ON,K0J1T0,CA,(613)602-1698,roylizshultis@gmail.com,WWW.LAKECLEARCONSERVANCY.CA
866263031RR0001,5,C,C170-99,SOUTHERN INTERIOR WEED MANAGEMENT COMMITTEE,SOUTHERN INTERIOR WEED MANAGEMENT COMMITTEE,2001-04-01,1,76 - 7545 DALLAS DR,KAMLOOPS,BC,V2C6X9,CA,(250)314-4038,PMIEDEMA@TELUS.NET,WWW.SIWMC.CA
866559685RR0001,11,C,C170-1,PUSLINCH LAKE CONSERVATION ASSOCIATION,PUSLINCH LAKE CONSERVATION ASSOCIATION,2003-01-31,1,24 CLERGY LANE,PUSLINCH,ON,N0B2J0,CA,(519)574-3392,WOLFMAN@LWOLF.COM,MYPLCA.COM
866584311RR0001,11,C,C170-1,TREES FOR GUELPH,TREES FOR GUELPH,2003-06-11,1,38 CHELTONWOOD AVE,GUELPH,ON,N1E4E3,CA,(519)822-0153,JOHN.HOLMAN4@GMAIL.COM,WWW.TREESFORGUELPH.CA
866720618RR0001,11,C,C170-1,WEST VANCOUVER STREAMKEEPER SOCIETY,West Vancouver Streamkeeper Society,2011-04-18,1,PO BOX 91166,WEST VANCOUVER,BC,V7V3N6,CA,(604)926-4243,WESTVANCOUVERSTREAMKEEPERS@SHAW.CA,WESTVANCOUVERSTREAMKEEPERS.CA
867030132RR0001,11,C,C170-1,BRITISH COLUMBIA LAKE STEWARDSHIP SOCIETY,BRITISH COLUMBIA LAKE STEWARDSHIP SOCIETY,2000-05-15,1,"5505 JACOBSON ROAD, BOX : 110",BIG LAKE RANCH,BC,V0L1G0,CA,(604)474-2441,INFO@BCLSS.ORG,WWW.BCLSS.ORG
867181869RR0001,6,C,C170-1,BERTRAND CREEK ENHANCEMENT SOCIETY,BERTRAND CREEK ENHANCEMENT SOCIETY,1999-04-01,1,201 - 4839 221 ST,LANGLEY,BC,V3A2P1,CA,(604)546-0336,STEWARDSHIP@LEPS.BC.CA,WWW.BERTRANDCREEK.CA
867261299RR0001,11,C,C170-1,BOWEN ISLAND CONSERVANCY,BOWEN ISLAND CONSERVANCY,1997-08-26,1,P.O. BOX 301,BOWEN ISLAND,BC,V0N1G0,CA,(604)947-9007,OPLOWMAN@GMAIL.COM,BOWENISLANDCONSERVANCY.ORG
867373672RR0001,11,C,C170-1,KELSEY WATERSHED DISTRICT,KELSEY WATERSHED DISTRICT,1999-04-01,1,BOX 1860,THE PAS,MB,R9A1L6,CA,,,
867457475RR0001,10,C,C170-1,THAMES TALBOT LAND TRUST,THAMES TALBOT LAND TRUST,2000-03-28,1,"PO BOX 25054, 395 WELLINGTON ROAD",LONDON,ON,N6C6A8,CA,(519)858-3442,THAMESTALBOT@TTLT.CA,WWW.TTLT.CA
867679821RR0001,11,C,C170-1,WATERFRONT REGENERATION TRUST CORPORATION,WATERFRONT REGENERATION TRUST CORPORATION,1999-04-01,1,327 - 4195 DUNDAS ST W,ETOBICOKE,ON,M8X1Y4,CA,(416)943-8080,INFO@WRTRUST.COM,WWW.WATERFRONTTRUST.COM
867867822RR0001,10,C,C170-1,SENTIER URBAIN,SENTIER URBAIN,2002-04-01,2,"3.10,1710 RUE BEAUDRY",MONTREAL,QC,H2L3E7,CA,(514)521-9292,SENTIERURBAIN@VIDEOTRON.CA,
867992323RR0001,10,C,C170-1,GAM GROUPE D'ACCES A LA MONTMORENCY,GAM GROUPE D'ACCES A LA MONTMORENCY,2000-01-01,2,2 RUE DES BOULEAUX,SAINTE-BRIGITTE-DE-LAVAL,QC,G0A3K0,CA,(418)651-9675,INFO@LEGAM.QC.CA,WWW.LEGAM.QC.CA
868167198RR0001,10,C,C170-1,NATIVE ORCHID CONSERVATION INCORPORATED,NATIVE ORCHID CONSERVATION INCORPORATED,1998-01-01,1,"P.O. BOX 40057, LAGIMDDIERE PO",WINNIPEG,MB,R2C4P3,CA,(204)223-8209,NOCIPRESIDENT@GMAIL.COM,WWW.NATIVEORCHID.ORG
868247750RR0001,10,C,C170-1,Rocky Mountain Trench Natural Resources Society,ROCKY MOUNTAIN TRENCH NATURAL RESOURCES SOCIETY,1999-01-01,1,PO BOX 151,KIMBERLEY,BC,V1A2Y6,CA,(250)489-4049,DGMURPHY@TELUS.NET,WWW.TRENCHSOCIETY.COM
868365396RR0001,4,C,C170-1,FRIENDS OF SABLE ISLAND SOCIETY,Friends of Sable island Society,2020-04-01,1,"P.O. BOX 622, HALIFAX CRO",HALIFAX,NS,B3J2R7,CA,,info@sableislandfriends.ca,www.sableislandfriends.ca
868794363RR0001,11,C,C170-1,"FRIENDS OF CRESCENT BEACH, GREEN BAY AND AREA SOCIETY","FRIENDS OF CRESCENT BEACH, GREEN BAY AND AREA SOCIETY",1999-06-01,1,BOX 148,LAHAVE,NS,B0R1C0,CA,(902)543-2140,JMCHARG@EASTLINK.CA,WWW.CRESCENTBEACH.CA
868802273RR0001,10,C,C170-1,Corporation pour la mise en valeur du bois de L'Equerre,Corporation pour la mise en valeur du bois de l'Équerre,2008-07-21,2,49 RANG DE L'EQUERRE,LAVAL,QC,H7L6A3,CA,(450)624-9696,SECRETARIAT@BOISDELEQUERRE.ORG,WWW.BOISDELEQUERRE.ORG
868858564RR0001,10,C,C170-1,MARL-TINY-MATCHEDASH CONSERVATION ASSOCIATION,MARL-TINY-MATCHEDASH CONSERVATION ASSOCIATION,1997-11-01,1,P.O. BOX 171,WYEVALE,ON,L0L2T0,CA,(705)322-2200,,WWW.MTMCONSERVATION.ORG
869049429RR0001,6,C,C170-1,RENDEZ-VOUS A LA RIVIERE POUR L'AN 2000,RENDEZ-VOUS A LA RIVIERE POUR L'AN 2000,1999-04-01,2,500 - 11505 1RE AV,SAINT-GEORGES,QC,G5Y7X3,CA,,,
869337543RR0001,2,C,C170-1,BRAS D'OR LAKES INTERPRETIVE CENTRE SOCIETY,BRAS D'OR LAKES INTERPRETIVE CENTRE,2000-01-01,1,PO BOX 711,BADDECK,NS,B0E1B0,CA,(902)929-2443,BFOUNDATION@NS.SYMPATICO.CA,WWW.BRASDOR-CONSERVATION.COM
869412585RR0001,11,C,C170-1,RAINY LAKE CONSERVANCY,RAINY LAKE CONSERVANCY,2001-03-07,1,P O BOX 223,FORT FRANCES,ON,P9A3M6,CA,(807)275-7584,,
869770123RR0001,10,C,C170-1,ROCKY POINT BIRD OBSERVATORY SOCIETY,ROCKY POINT BIRD OBSERVATORY SOCIETY,2000-02-18,1,170 1581-H HILLSIDE AVE.,VICTORIA,BC,V8T2C1,CA,(250)652-3508,TREASURER@RPBO.ORG,WWW.RPBO.ORG
869778415RR0001,10,C,C170-1,VERMILION FORKS FIELD NATURALISTS' SOCIETY,VERMILION FORKS FIELD NATURALISTS' SOCIETY,2002-02-11,1,P.O. BOX 2074,PRINCETON,BC,V0X1W0,CA,(250)295-7154,VFFNBC@GMAIL.COM,VFFN.CA
869886408RR0001,11,C,C170-1,LA FONDATION LIGHT ON/LIGHT ON FOUNDATION,Fondation Teslamau / Teslamau Foundation,2004-01-13,2,108 - 1340 RUE DENISON,SAINT-ALPHONSE-DE-GRANBY,QC,J0E2A0,CA,(514)439-7929,,
870042777RR0001,11,C,C170-99,GRASSLANDS CONSERVATION COUNCIL OF BRITISH COLUMBIA,GRASSLANDS CONSERVATION COUNCIL OF BRITISH COLUMBIA,2001-12-21,1,PO BOX 3341 RPO TERMINAL MPP,KAMLOOPS,BC,V2C6B9,CA,(250)655-4103,SCOTT.BENTON@BCGRASSLANDS.ORG,WWW.BC
870168242RR0001,10,C,C170-1,VOLUNTARY FOREST CERTIFICATION CANADA,Voluntary Forest Certification Canada,2009-08-11,1,240 RICHMOND ST W,TORONTO,ON,M5V1V6,CA,(416)778-5568,INFO@CA.FSC.ORG,WWW.CA.FSC.ORG
870393378RR0001,11,C,C170-1,MURIEL LAKE BASIN MANAGEMENT SOCIETY,Muriel Lake Basin Management Society,2014-01-01,1,PO BOX 6003 STN MAIN,BONNYVILLE,AB,T9N2G7,CA,,,WWW.SAVEMURIELLAKE.COM
870633088RR0001,10,C,C170-99,LES VERTS BOISÉS DU FJORD,LES VERTS BOISÉS DU FJORD,1999-03-01,2,304-129 JACQUES-CARTIER EST,CHICOUTIMI,QC,G7H1Y4,CA,(418)973-4261,JULIEN.PETITCLERC@VIDEOTRON.CA,WWW.LVBF.ORG
870791084RR0001,2,C,C170-99,TRANSITION SALT SPRING SOCIETY,Transition Salt Spring Society,2022-02-23,1,PO BOX 768 STN GANGES,SALT SPRING ISLAND,BC,V8K2W3,CA,(250)931-7300,info@transitionsaltspring.com,transitionsaltspring.com/
871001335RR0001,6,C,C170-1,GEORGIAN BAY MNIDOO GAMII BIOSPHERE,GEORGIAN BAY MNIDOO GAMII BIOSPHERE,2018-04-01,1,PO BOX 662 STN MAIN,PARRY SOUND,ON,P2A2Z1,CA,,,
871028387RR0001,10,C,C170-99,GEORGIA BASIN ECOLOGICAL ASSESSMENT AND RESTORATION SOCIETY,GEORGIA BASIN ECOLOGICAL ASSESSMENT AND RESTORATION SOCIETY,2005-05-10,1,"PO BOX 41012, RPO WOODGROVE",NANAIMO,BC,V9T6M7,CA,(250)758-2922,GBEARS@ISLAND.NET,WWW.GEORGIABASIN.CA
